,0
2017-01-04,198792023.24403882
2017-01-05,198665061.68073165
2017-01-06,199454194.68572587
2017-01-09,198885642.2357455
2017-01-10,198886614.7941151
2017-01-11,199487635.7807825
2017-01-12,199067330.72330564
2017-01-13,199437447.3099407
2017-01-17,198821108.33327907
2017-01-18,199155019.67257923
2017-01-19,198563423.35422474
2017-01-20,199212922.7125503
2017-01-23,198680556.01588178
2017-01-24,199829704.80920163
2017-01-25,201430334.90250877
2017-01-26,201413941.0925099
2017-01-27,201262952.41918427
2017-01-30,200071470.08920392
2017-01-31,199757459.20255497
2017-02-01,199853823.3260305
2017-02-02,199859635.6526991
2017-02-03,201290743.61601317
2017-02-06,200888038.50268292
2017-02-07,201084366.09267947
2017-02-08,201251712.2826621
2017-02-09,202455518.2559808
2017-02-10,203107478.2893122
2017-02-13,204303543.55597273
2017-02-14,205243399.162654
2017-02-15,206289295.25261587
2017-02-16,206154678.50095767
2017-02-17,206589219.62765285
2017-02-21,207838318.56767136
2017-02-22,207681945.85684457
2017-02-23,207804347.43020254
2017-02-24,208181254.15518057
2017-02-27,208326483.90517136
2017-02-28,207863253.4585363
2017-03-01,210767017.58435032
2017-03-02,209659891.54766557
2017-03-03,209810941.40268174
2017-03-06,209194989.69986537
2017-03-07,208690866.95322454
2017-03-08,208336108.41489887
2017-03-09,208551191.17491624
2017-03-10,209211097.26655823
2017-03-13,209290548.46818522
2017-03-14,208705096.49152702
2017-03-15,210317627.16482723
2017-03-16,210103739.60482493
2017-03-17,209745567.92150274
2017-03-20,209336229.58651894
2017-03-21,206795309.73155013
2017-03-22,207210369.23484457
2017-03-23,206907537.78035402
2017-03-24,206750235.82368776
2017-03-27,206553577.3770388
2017-03-28,208040689.58367386
2017-03-29,208282672.09617615
2017-03-30,208937997.8621367
2017-03-31,208405253.30548194
2017-04-03,208085334.87798193
2017-04-04,208296876.36298195
2017-04-05,207639138.37298194
2017-04-06,207963189.12798196
2017-04-07,207812633.94298193
2017-04-10,207882974.79798195
2017-04-11,207568676.36798194
2017-04-12,206910614.38798198
2017-04-13,205511762.25798193
2017-04-17,207285426.0879819
2017-04-18,206749348.3329819
2017-04-19,206349778.20638195
2017-04-20,207895441.96638194
2017-04-21,207298567.74638194
2017-04-24,209573875.10638195
2017-04-25,210897751.05638194
2017-04-26,210819570.42638192
2017-04-27,211046169.78638196
2017-04-28,210809794.48638195
2017-05-01,211266235.21638197
2017-05-02,211451183.48638195
2017-05-03,211384911.88388196
2017-05-04,211547118.13388196
2017-05-05,212337768.91388196
2017-05-08,212517263.33388194
2017-05-09,212372103.65888196
2017-05-10,212668760.75888193
2017-05-11,212353694.35138196
2017-05-12,212191436.58138195
2017-05-15,213171785.62138197
2017-05-16,213160155.95138192
2017-05-17,209283974.37388194
2017-05-18,210212342.46388194
2017-05-19,211575374.81388193
2017-05-22,212701966.99388194
2017-05-23,213227161.69388196
2017-05-24,213837851.93888193
2017-05-25,214864572.66638196
2017-05-26,215031544.73138192
2017-05-30,214870665.82138193
2017-05-31,214766923.66138193
2017-06-01,216297209.8113819
2017-06-02,217229558.43638194
2017-06-05,217041495.68888196
2017-06-06,216427448.83388194
2017-06-07,216883703.37888193
2017-06-08,216881353.11388195
2017-06-09,216395374.77388197
2017-06-12,216098339.62188193
2017-06-13,217130536.11688194
2017-06-14,216977485.33688197
2017-06-15,216497218.43688196
2017-06-16,216417466.49688196
2017-06-19,218311369.42688194
2017-06-20,216956422.60688192
2017-06-21,216927665.99688196
2017-06-22,216849830.64048195
2017-06-23,217111672.83048195
2017-06-26,217058317.86048195
2017-06-27,215301201.16048193
2017-06-28,217298977.65048194
2017-06-29,215356887.88408193
2017-06-30,215639702.22658196
2017-07-03,215946980.12658197
2017-07-05,216377126.12158194
2017-07-06,214456168.24408194
2017-07-07,215828332.32408193
2017-07-10,216074981.57408196
2017-07-11,215960474.45408195
2017-07-12,217553210.16908196
2017-07-13,217981594.62408197
2017-07-14,218994285.71408197
2017-07-17,218885003.98408195
2017-07-18,219163919.15408197
2017-07-19,220247909.490482
2017-07-20,220270218.17048195
2017-07-21,220115701.73048198
2017-07-24,219945809.320482
2017-07-25,220531072.56048197
2017-07-26,220661848.70048198
2017-07-27,220479719.99548197
2017-07-28,220115355.41548198
2017-07-31,219979397.76548198
2017-08-01,220546607.92548198
2017-08-02,220884427.93548197
2017-08-03,220509932.79298195
2017-08-04,220995116.26298195
2017-08-07,221323086.08298197
2017-08-08,220933554.01548195
2017-08-09,220898497.04548195
2017-08-10,217793975.505482
2017-08-11,218110689.44298196
2017-08-14,220356234.29298195
2017-08-15,220441975.63298196
2017-08-16,220758907.54798198
2017-08-17,217320664.48798198
2017-08-18,216908970.57798195
2017-08-21,217174370.78298196
2017-08-22,219362974.55798197
2017-08-23,218615509.04298195
2017-08-24,218090531.30298197
2017-08-25,218424731.242982
2017-08-28,218541924.62298197
2017-08-29,218854713.58298197
2017-08-30,219935767.77298197
2017-08-31,221081977.76298195
2017-09-01,221393791.80298197
2017-09-05,219771009.90298197
2017-09-06,220482261.26298198
2017-09-07,220526447.82298198
2017-09-08,220056371.74298197
2017-09-11,222483841.47798198
2017-09-12,223231172.43348196
2017-09-13,223496617.11348197
2017-09-14,223291849.833482
2017-09-15,223643575.79348198
2017-09-18,223983194.833482
2017-09-19,224364126.73348197
2017-09-20,224478701.57348195
2017-09-21,223770938.868482
2017-09-22,223838692.89368194
2017-09-25,223144631.24368194
2017-09-26,223217775.71368197
2017-09-27,224156060.24368197
2017-09-28,224500468.08868197
2017-09-29,225261491.37408194
2017-10-02,226096799.94408193
2017-10-03,226654496.96908197
2017-10-04,226872616.26908195
2017-10-05,228407445.78908196
2017-10-06,228318686.90908194
2017-10-09,227973941.23908195
2017-10-10,228619701.50908196
2017-10-11,229153498.68908194
2017-10-12,228745751.25408193
2017-10-13,228973684.68408194
2017-10-16,229441025.35908192
2017-10-17,229549148.56908193
2017-10-18,229803894.01908195
2017-10-19,229830627.91268194
2017-10-20,231079053.80268195
2017-10-23,230200910.82268193
2017-10-24,230678191.00268194
2017-10-25,229746871.6326819
2017-10-26,230169611.00268194
2017-10-27,232425090.99268192
2017-10-30,231674241.09268197
2017-10-31,231887898.32268196
2017-11-01,232308646.78768194
2017-11-02,232479658.47268197
2017-11-03,233323600.76268196
2017-11-06,233392509.82268193
2017-11-07,233410179.76268196
2017-11-08,233847551.32268196
2017-11-09,233007725.65268195
2017-11-10,232855178.05268192
2017-11-13,233060592.27268195
2017-11-14,232584688.02018195
2017-11-15,231306088.16018194
2017-11-16,233434803.66518193
2017-11-17,232586729.33518192
2017-11-20,232894257.09518194
2017-11-21,234508572.73518193
2017-11-22,234327072.69268194
2017-11-24,234893294.18268195
2017-11-27,234898362.76268193
2017-11-28,237122772.64268193
2017-11-29,236907224.78768194
2017-11-30,239011698.9376819
2017-12-01,238567774.72768196
2017-12-04,238176674.80768192
2017-12-05,237422027.86768192
2017-12-06,237501348.55018193
2017-12-07,238158831.49018198
2017-12-08,239442942.89018193
2017-12-11,240353981.48018196
2017-12-12,240838529.35408193
2017-12-13,240820859.35408193
2017-12-14,239903184.76408195
2017-12-15,241999535.92408192
2017-12-18,243264648.82408193
2017-12-19,242500834.50408193
2017-12-20,242287040.20408195
2017-12-21,242748469.73408195
2017-12-22,242591127.1040819
2017-12-26,242255590.25408196
2017-12-27,242488800.22408193
2017-12-28,242925599.39158192
2017-12-29,241663972.48558193
2018-01-02,243627467.64808193
2018-01-03,245231470.8080819
2018-01-04,246343212.90808192
2018-01-05,248184803.9180819
2018-01-08,248629654.4530819
2018-01-09,249097259.6230819
2018-01-10,248867955.4040819
2018-01-11,250529826.4530819
2018-01-12,252247570.8530819
2018-01-16,251572836.61808187
2018-01-17,254102884.5280819
2018-01-18,253825932.81568187
2018-01-19,254874680.11568192
2018-01-22,256979314.8756819
2018-01-23,257540946.4556819
2018-01-24,257324968.9656819
2018-01-25,257518583.2856819
2018-01-26,260713166.15568188
2018-01-29,259148197.5356819
2018-01-30,256368984.3506819
2018-01-31,256622021.8506819
2018-02-01,256476927.85278192
2018-02-02,251130303.6427819
2018-02-05,240627776.9627819
2018-02-06,245065915.69278193
2018-02-07,243739596.32278192
2018-02-08,234380167.3627819
2018-02-09,238059941.2227819
2018-02-12,241447300.83278188
2018-02-13,242179444.8052819
2018-02-14,245395309.8377819
2018-02-15,248546637.6177819
2018-02-16,248639010.46778193
2018-02-20,247092989.3887819
2018-02-21,245797812.7387819
2018-02-22,246123388.5187819
2018-02-23,250074552.5187819
2018-02-26,253200123.3887819
2018-02-27,250062643.27878192
2018-02-28,247408565.22878188
2018-03-01,243988067.07378194
2018-03-02,245155539.8337819
2018-03-05,247793600.7137819
2018-03-06,248341170.01878193
2018-03-07,248296540.02878192
2018-03-08,249545367.94378188
2018-03-09,253909186.85378194
2018-03-12,253625628.12378192
2018-03-13,251903435.09508193
2018-03-14,250501269.7650819
2018-03-15,250455799.4950819
2018-03-16,250779026.75508192
2018-03-19,247071147.46508193
2018-03-20,247477347.9350819
2018-03-21,246902126.28508192
2018-03-22,240519601.9600819
2018-03-23,235250286.58008194
2018-03-26,241880252.69008192
2018-03-27,237353490.7100819
2018-03-28,236559915.53508192
2018-03-29,239889300.6950819
2018-04-02,234413719.16908193
2018-04-03,237453847.4190819
2018-04-04,240200160.08908188
2018-04-05,241965228.94908193
2018-04-06,236643309.83408192
2018-04-09,237491023.7940819
2018-04-10,241573072.71408194
2018-04-11,240160249.8540819
2018-04-12,242285981.6240819
2018-04-13,241532551.32408193
2018-04-16,243415977.6840819
2018-04-17,246189970.54408193
2018-04-18,246328593.53408188
2018-04-19,245156320.87528187
2018-04-20,242978761.55528188
2018-04-23,242813889.6952819
2018-04-24,239336939.67528194
2018-04-25,239700558.79528195
2018-04-26,242420098.55528194
2018-04-27,242609851.32528192
2018-04-30,240729931.0602819
2018-05-01,241466705.2702819
2018-05-02,239737574.45028192
2018-05-03,239292625.8152819
2018-05-04,242501661.7602819
2018-05-07,243452277.5802819
2018-05-08,243414786.1202819
2018-05-09,245849716.23028192
2018-05-10,248247677.36528188
2018-05-11,248798300.0327819
2018-05-14,249095680.8327819
2018-05-15,247315237.8377819
2018-05-16,248409047.6202819
2018-05-17,248134980.48528194
2018-05-18,247436531.42728192
2018-05-21,249409395.14728191
2018-05-22,248662935.53728193
2018-05-23,249559776.35728192
2018-05-24,248992922.56228194
2018-05-25,248466495.8522819
2018-05-29,245580135.33228195
2018-05-30,248762415.8422819
2018-05-31,247188497.91978192
2018-06-01,250009139.14978188
2018-06-04,251365474.02978188
2018-06-05,251485531.6297819
2018-06-06,253702980.5147819
2018-06-07,253441917.98978192
2018-06-08,254105819.00978193
2018-06-11,254403852.4097819
2018-06-12,254792240.77108192
2018-06-13,253722876.38108188
2018-06-14,254399083.6910819
2018-06-15,254139223.50108188
2018-06-18,253576392.7510819
2018-06-19,252511167.7910819
2018-06-20,252780982.0010819
2018-06-21,251192231.4810819
2018-06-22,251624136.0210819
2018-06-25,248051274.52108192
2018-06-26,248695271.15108192
2018-06-27,246544059.76108193
2018-06-28,248177903.56108186
2018-06-29,248375414.3560819
2018-07-02,249194748.4960819
2018-07-03,247710798.1660819
2018-07-05,249924898.1160819
2018-07-06,252065056.05358186
2018-07-09,254460739.1435819
2018-07-10,255445664.34858188
2018-07-11,253681086.5135819
2018-07-12,256034522.22858188
2018-07-13,256334863.69858187
2018-07-16,256221386.7585819
2018-07-17,257356361.03858188
2018-07-18,257865453.65858188
2018-07-19,256597269.26938188
2018-07-20,256485334.59438187
2018-07-23,256944854.56438187
2018-07-24,258518163.6343819
2018-07-25,260938964.4343819
2018-07-26,259802353.73438188
2018-07-27,258157996.7343819
2018-07-30,256557040.7743819
2018-07-31,257744682.4843819
2018-08-01,257705706.5643819
2018-08-02,259152255.78438187
2018-08-03,260507625.9143819
2018-08-06,261487853.3743819
2018-08-07,262325204.49438193
2018-08-08,262311553.33438188
2018-08-09,261909278.57938185
2018-08-10,260102995.90938193
2018-08-13,259107827.7568819
2018-08-14,260641850.3393819
2018-08-15,258717807.5593819
2018-08-16,260982507.7843819
2018-08-17,261700839.5943819
2018-08-20,262164627.81438187
2018-08-21,262691614.0443819
2018-08-22,262683104.4643819
2018-08-23,262255173.6943819
2018-08-24,263952151.66938192
2018-08-27,266082801.26938188
2018-08-28,266112936.98938188
2018-08-29,267746680.27938184
2018-08-30,266681921.2793819
2018-08-31,266710405.90938187
2018-09-04,266283396.56938186
2018-09-05,265297442.39938185
2018-09-06,264348863.3893819
2018-09-07,263806117.6843819
2018-09-10,264321199.7293819
2018-09-11,265435935.0612819
2018-09-12,265528424.7762819
2018-09-13,267088275.0262819
2018-09-14,267124785.30628186
2018-09-17,265494189.7662819
2018-09-18,266925550.12628192
2018-09-19,267388908.0962819
2018-09-20,269670555.0912819
2018-09-21,269511315.8112819
2018-09-24,268666384.7312819
2018-09-25,268383199.72128192
2018-09-26,267510742.6812819
2018-09-27,268439218.5862819
2018-09-28,268200164.49128187
2018-10-01,269439961.54728186
2018-10-02,269409434.18728185
2018-10-03,269523151.05728185
2018-10-04,267347511.54978186
2018-10-05,265768220.93978187
2018-10-08,265637313.64978185
2018-10-09,265453159.53728184
2018-10-10,256592566.44728187
2018-10-11,251398602.00728187
2018-10-12,255266992.22228187
2018-10-15,253444890.68228182
2018-10-16,259012309.33228186
2018-10-17,259125934.96228185
2018-10-18,255238610.46148184
2018-10-19,255329666.57148188
2018-10-22,254329907.51148185
2018-10-23,253123894.57148182
2018-10-24,245212469.2714818
2018-10-25,250262070.67148185
2018-10-26,245732168.52148184
2018-10-29,243750738.60148183
2018-10-30,247442832.03148186
2018-10-31,250402863.64148182
2018-11-01,252915886.92148185
2018-11-02,251167235.59148183
2018-11-05,252373212.86148185
2018-11-06,253892848.37148184
2018-11-07,259611365.11148185
2018-11-08,259067216.43648183
2018-11-09,256743991.8364819
2018-11-12,251478421.74648187
2018-11-13,251101639.92648184
2018-11-14,249241208.83148187
2018-11-15,252087366.39148185
2018-11-16,252547051.00148183
2018-11-19,248149495.31748188
2018-11-20,243651144.49998182
2018-11-21,244266912.56498188
2018-11-23,242517871.81498182
2018-11-26,246444701.31498185
2018-11-27,247367911.34498185
2018-11-28,253400309.87498185
2018-11-29,252934528.34498188
2018-11-30,255307034.54498184
2018-12-03,258139003.32498187
2018-12-04,249644368.70498183
2018-12-05,249644368.70498183
2018-12-06,249497208.83498183
2018-12-07,243558243.08998188
2018-12-10,244172375.68498185
2018-12-11,244120103.68498185
2018-12-12,245398709.24118182
2018-12-13,245648612.44118184
2018-12-14,240758702.6911818
2018-12-17,235780669.24118188
2018-12-18,235956143.79118186
2018-12-19,232320045.67118186
2018-12-20,228684193.88118187
2018-12-21,223835817.89118186
2018-12-24,217771442.69118184
2018-12-26,228885538.18118185
2018-12-27,230858449.73618186
2018-12-28,230737599.90718186
2018-12-31,232732319.0496818
2019-01-02,233079068.85968181
2019-01-03,227023587.2996818
2019-01-04,234928374.09968182
2019-01-07,236498870.2696818
2019-01-08,238707418.20718178
2019-01-09,239605740.2721818
2019-01-10,240619112.5321818
2019-01-11,240515207.57218182
2019-01-14,239289618.78218183
2019-01-15,242013246.9421818
2019-01-16,242566199.4521818
2019-01-17,244365385.8345818
2019-01-18,247364548.46458182
2019-01-22,243858473.09458178
2019-01-23,244464241.7645818
2019-01-24,244707607.6245818
2019-01-25,246674754.80458182
2019-01-28,244552199.5045818
2019-01-29,244095713.4945818
2019-01-30,248220349.7445818
2019-01-31,250686418.79258183
2019-02-01,250710730.4465818
2019-02-04,252520216.26658183
2019-02-05,253780368.42658183
2019-02-06,253209565.76158178
2019-02-07,250757982.94158182
2019-02-08,250954910.75158182
2019-02-11,251023914.4615818
2019-02-12,254358561.8315818
2019-02-13,255083151.24658182
2019-02-14,254501599.5240818
2019-02-15,257259463.3040818
2019-02-19,257675881.87408182
2019-02-20,258030919.00408182
2019-02-21,257190092.1440818
2019-02-22,258794281.94408178
2019-02-25,259220067.17408177
2019-02-26,259059551.82408184
2019-02-27,258957716.38408178
2019-02-28,258388091.20458183
2019-03-01,260067820.6945818
2019-03-04,259103946.0545818
2019-03-05,258921937.62458178
2019-03-06,257389184.80458182
2019-03-07,255311053.36458182
2019-03-08,254855622.5645818
2019-03-11,258645023.65458182
2019-03-12,259331887.41658184
2019-03-13,261194891.90658182
2019-03-14,261100723.99658182
2019-03-15,262479448.6315818
2019-03-18,263456756.4115818
2019-03-19,263584425.8315818
2019-03-20,263020719.62158182
2019-03-21,265771502.29908177
2019-03-22,260861585.12408182
2019-03-25,260598120.34408182
2019-03-26,262352747.8340818
2019-03-27,261025056.7140818
2019-03-28,261884288.9740818
2019-03-29,263631059.8425818
2019-04-01,266623548.08858183
2019-04-02,266116300.35858184
2019-04-03,266685386.30858183
2019-04-04,267192545.81858185
2019-04-05,268340603.7735818
2019-04-08,268633368.5735818
2019-04-09,267253615.9960818
2019-04-10,268154741.2360818
2019-04-11,268095660.0860818
2019-04-12,269671561.3960818
2019-04-15,269624090.66608185
2019-04-16,269811213.6960819
2019-04-17,269426835.57598186
2019-04-18,269831098.98598176
2019-04-22,270262761.8859818
2019-04-23,272619180.2859818
2019-04-24,271936668.3359818
2019-04-25,272088320.5659818
2019-04-26,273253357.2759818
2019-04-29,273650803.37598187
2019-04-30,273790588.1959818
2019-05-01,271866161.52598184
2019-05-02,271213126.02598184
2019-05-03,273953951.0459818
2019-05-06,272776249.32598174
2019-05-07,268257886.01598182
2019-05-08,267793398.05598179
2019-05-09,266998858.4259818
2019-05-10,268164817.01598182
2019-05-13,261662160.9759818
2019-05-14,263755752.54848182
2019-05-15,265534946.26848182
2019-05-16,268077332.51598182
2019-05-17,266500763.7059818
2019-05-20,264703880.66598183
2019-05-21,266824326.0759818
2019-05-22,266226025.27098182
2019-05-23,263091983.95598182
2019-05-24,263479249.22098184
2019-05-28,261357221.6009818
2019-05-29,259636838.25098178
2019-05-30,260243561.05098182
2019-05-31,256734238.01098183
2019-06-03,255309619.19390297
2019-06-04,260769622.7140881
2019-06-05,262943244.18401837
2019-06-06,264739616.32172298
2019-06-07,267830462.18663183
2019-06-10,269253109.5666216
2019-06-11,269232832.40242344
2019-06-12,268633740.74244857
2019-06-13,269705056.10232115
2019-06-14,269409118.7872979
2019-06-17,269813129.59732854
2019-06-18,272468699.63737506
2019-06-19,273224960.21749413
2019-06-20,275866687.9773072
2019-06-21,275585670.9073388
2019-06-24,275264141.1573332
2019-06-25,272316058.91738623
2019-06-26,272059767.6274132
2019-06-27,272985120.35241413
2019-06-28,274356017.8822988
2019-07-01,276553658.9642988
2019-07-02,277573772.2642988
2019-07-03,279741374.2742988
2019-07-05,279227843.34679884
2019-07-08,277976584.4567988
2019-07-09,278493523.71929884
2019-07-10,280004747.0942988
2019-07-11,280708345.2542988
2019-07-12,281930328.3542988
2019-07-15,282129855.9742988
2019-07-16,281084142.9392988
2019-07-17,279369207.2792988
2019-07-18,280353730.9148988
2019-07-19,278542783.6098988
2019-07-22,279520176.9598987
2019-07-23,281353101.8398988
2019-07-24,282598498.7948988
2019-07-25,281044813.1248988
2019-07-26,283287640.63489884
2019-07-29,282832235.27489877
2019-07-30,281950953.72489876
2019-07-31,278770103.07339877
2019-08-01,276528954.6433988
2019-08-02,274580956.86339873
2019-08-05,266281747.76339883
2019-08-06,269851788.8333988
2019-08-07,270016685.8133988
2019-08-08,275147045.1483988
2019-08-09,273443054.8083987
2019-08-12,270247930.9083988
2019-08-13,274394340.51839876
2019-08-14,266491176.05089882
2019-08-15,267360678.3558988
2019-08-16,271191036.7358988
2019-08-19,274507078.15839875
2019-08-20,272334851.2233988
2019-08-21,274586988.76339877
2019-08-22,274354232.37339884
2019-08-23,267328457.38339877
2019-08-26,270402738.0533988
2019-08-27,269648584.8133988
2019-08-28,271311241.9733988
2019-08-29,274801719.0233988
2019-08-30,275054710.9568988
2019-09-03,273231834.0768988
2019-09-04,276224916.2068988
2019-09-05,279839797.0693988
2019-09-06,279991657.19939876
2019-09-09,279870095.02689874
2019-09-10,279752879.4891988
2019-09-11,281799364.6141988
2019-09-12,282716191.8991988
2019-09-13,282548558.6641988
2019-09-16,281344654.0791988
2019-09-17,282249046.15919876
2019-09-18,282446564.20919883
2019-09-19,282668164.20419884
2019-09-20,281202271.6441988
2019-09-23,281145218.15919876
2019-09-24,278696214.92419875
2019-09-25,280442964.1291988
2019-09-26,279762519.98419875
2019-09-27,278274524.4266988
2019-09-30,279728184.9566988
2019-10-01,276474958.3516987
2019-10-02,271543148.2216987
2019-10-03,273768066.05669874
2019-10-04,277847170.03669876
2019-10-07,276633753.73169875
2019-10-08,272467365.8916988
2019-10-09,275078252.3216987
2019-10-10,276798624.81669873
2019-10-11,279704203.29669875
2019-10-14,279378934.0816987
2019-10-15,282236012.16669875
2019-10-16,281656062.2291987
2019-10-17,282449739.32029873
2019-10-18,281142280.78529876
2019-10-21,283072756.45429873
2019-10-22,281936643.9642987
2019-10-23,282691411.38679874
2019-10-24,283359583.2567987
2019-10-25,284617841.37179875
2019-10-28,286322670.9567988
2019-10-29,285851504.6235987
2019-10-30,286931925.9017988
2019-10-31,286266797.6707988
2019-11-01,288914718.68579876
2019-11-04,289954405.3457988
2019-11-05,289590119.64579874
2019-11-06,289930120.07579875
2019-11-07,290949205.21079874
2019-11-08,291784805.81079876
2019-11-11,291209520.3507988
2019-11-12,291731405.69079876
2019-11-13,292064056.5697988
2019-11-14,292262129.47229874
2019-11-15,294561610.2972987
2019-11-18,294792837.0472987
2019-11-19,294647239.0072987
2019-11-20,293607734.6772987
2019-11-21,293288338.6672988
2019-11-22,293841082.8072988
2019-11-25,296017254.3672988
2019-11-26,296599059.3772988
2019-11-27,297901665.2472988
2019-11-29,296835502.4462988
2019-12-02,294295203.3762988
2019-12-03,292423547.4562987
2019-12-04,294196725.1262987
2019-12-05,294722709.58379877
2019-12-06,297440036.4937988
2019-12-09,296522235.9512988
2019-12-10,296221281.9854988
2019-12-11,297114808.88049877
2019-12-12,299642081.31549877
2019-12-13,299858161.7979988
2019-12-16,302061237.45799875
2019-12-17,302201517.4379988
2019-12-18,302053897.84799874
2019-12-19,303520320.4429987
2019-12-20,304963951.9829987
2019-12-23,305309526.95299876
2019-12-24,305256715.9979988
2019-12-26,307059644.5229987
2019-12-27,307117960.8029987
2019-12-30,305272266.59799874
2019-12-31,306112349.27799875
2020-01-02,309088490.4879987
2020-01-03,306901720.32799876
2020-01-06,308152766.9529987
2020-01-07,307315757.34299874
2020-01-08,308970159.83799875
2020-01-09,311187425.46299875
2020-01-10,310306596.3579988
2020-01-13,312566989.90799874
2020-01-14,312001339.35299873
2020-01-15,312549086.36799884
2020-01-16,315066371.65549874
2020-01-17,316362399.37549883
2020-01-21,315730574.9854988
2020-01-22,315955413.0454988
2020-01-23,316278810.1625988
2020-01-24,313515557.88259876
2020-01-27,308572125.6025988
2020-01-28,311787207.56259876
2020-01-29,311712018.0525988
2020-01-30,312947908.87259877
2020-01-31,307657192.7300988
2020-02-03,310183762.2300988
2020-02-04,315090495.15009874
2020-02-05,318067376.58509874
2020-02-06,319449711.0300988
2020-02-07,317980729.4050988
2020-02-10,320564504.8500988
2020-02-11,320996357.34509873
2020-02-12,323085252.1050988
2020-02-13,322762182.31259876
2020-02-14,323438663.1575988
2020-02-18,322751763.52009875
2020-02-19,324492658.2850988
2020-02-20,323048425.07409877
2020-02-21,319601269.1290988
2020-02-24,308688777.61409885
2020-02-25,299553799.23409885
2020-02-26,298744962.1640988
2020-02-27,285245138.1940988
2020-02-28,283130824.0565988
2020-03-02,296545590.0065987
2020-03-03,288085684.1665988
2020-03-04,300441530.17659885
2020-03-05,290421876.2575988
2020-03-06,285783226.13759875
2020-03-09,264593469.51759878
2020-03-10,277759625.34739876
2020-03-11,264558553.9873988
2020-03-12,239563971.50739878
2020-03-13,262300101.8373988
2020-03-16,231138753.12739876
2020-03-17,245015071.5673988
2020-03-18,233171854.89739877
2020-03-19,234233294.70239875
2020-03-20,224378293.19989878
2020-03-23,218237644.5898988
2020-03-24,238081681.95989877
2020-03-25,240283003.46989876
2020-03-26,255230861.29989877
2020-03-27,246567148.48989874
2020-03-30,255062308.01989874
2020-03-31,251201193.1668988
2020-04-01,240261701.67189878
2020-04-02,246124515.9468988
2020-04-03,242107898.5268988
2020-04-06,258901430.98689878
2020-04-07,258168340.7843988
2020-04-08,266638702.95439878
2020-04-09,270140270.4793988
2020-04-13,268380397.9693988
2020-04-14,277001103.0543988
2020-04-15,271520608.74939877
2020-04-16,273593116.6193988
2020-04-17,280319587.5443988
2020-04-20,275398327.5193988
2020-04-21,266796160.94439882
2020-04-22,273145774.1193988
2020-04-23,272888073.87679875
2020-04-24,276622975.6367988
2020-04-27,280258641.92679876
2020-04-28,278080741.88679874
2020-04-29,285337198.3067988
2020-04-30,283364162.1747988
2020-05-01,275469780.5472987
2020-05-04,276964201.1122988
2020-05-05,279584398.2972988
2020-05-06,277893396.5172988
2020-05-07,281029699.4672988
2020-05-08,285578317.0072988
2020-05-11,285945822.1872988
2020-05-12,280349577.38729876
2020-05-13,275898550.8722988
2020-05-14,279133854.4272988
2020-05-15,280329618.0522988
2020-05-18,288458800.2822988
2020-05-19,285567051.8222988
2020-05-20,290262333.55229884
2020-05-21,287906521.3472988
2020-05-22,288592230.8522988
2020-05-26,291479542.51729876
2020-05-27,295372859.71229875
2020-05-28,294889689.1722987
2020-05-29,296493180.8752988
2020-06-01,297610823.22529876
2020-06-02,299842551.0722988
2020-06-03,303497572.95229876
2020-06-04,302256341.9722988
2020-06-05,309820094.4022988
2020-06-08,313330565.44229877
2020-06-09,311740630.1530988
2020-06-10,311032582.6630988
2020-06-11,293211321.1330988
2020-06-12,296704455.4980988
2020-06-15,299101671.2780988
2020-06-16,304728662.21809876
2020-06-17,303827078.0080987
2020-06-18,304162632.9880988
2020-06-19,302722473.23309886
2020-06-22,304815916.9430988
2020-06-23,306366255.39309883
2020-06-24,298695587.2830988
2020-06-25,302035844.3430988
2020-06-26,294435894.2730988
2020-06-29,298703560.5980988
2020-06-30,303448179.0640988
2020-07-01,305434007.0640988
2020-07-02,306983176.04659885
2020-07-06,312432328.53659874
2020-07-07,309410523.57409877
2020-07-08,311975267.7040988
2020-07-09,310826561.6490988
2020-07-10,314310618.9615989
2020-07-13,311080902.7915988
2020-07-14,315034956.92159885
2020-07-15,317336239.6015988
2020-07-16,316072306.63659877
2020-07-17,316821490.2565988
2020-07-20,320368106.1065988
2020-07-21,320392083.8865988
2020-07-22,322108270.72659886
2020-07-23,317482170.3480988
2020-07-24,315432188.1430989
2020-07-27,318031102.7330988
2020-07-28,315951499.24309886
2020-07-29,319626913.8980989
2020-07-30,318588707.89309883
2020-07-31,321263069.5985988
2020-08-03,323636081.35859877
2020-08-04,324891305.16859883
2020-08-05,326911697.1985988
2020-08-06,329438691.9585988
2020-08-07,329323418.87859887
2020-08-10,329950153.0585988
2020-08-11,326985036.40859884
2020-08-12,332317515.4385988
2020-08-13,331967416.5085988
2020-08-14,331974821.4385989
2020-08-17,333408930.6385988
2020-08-18,334725956.4685988
2020-08-19,333269681.04859877
2020-08-20,334907557.1645988
2020-08-21,336433794.4795988
2020-08-24,339565007.33959883
2020-08-25,340941061.21959877
2020-08-26,345149345.7895988
2020-08-27,345924271.2595988
2020-08-28,348284539.4695988
2020-08-31,348409423.3875989
2020-09-01,351017850.90759885
2020-09-02,355813079.23259884
2020-09-03,342689412.6775988
2020-09-04,339913700.4075988
2020-09-08,329203588.4431988
2020-09-09,336446357.1781988
2020-09-10,330531932.4831988
2020-09-11,330572272.5731988
2020-09-14,335253082.59819883
2020-09-15,337511112.0431988
2020-09-16,335415034.0406988
